product_url|product_name|product_variety|product_origin|product_family|user_avg_rating|user_rating_count|product_description|product_reviews
https://www.wine.com/product/chateau-du-trignon-gigondas-2016/723506|Chateau du Trignon Gigondas 2016|Rhone Red Blends| from Gigondas, Rhone, France|Red Wine|4.2|6|Gigondas offers a rich bouquet  with fine  fruity and spicy aromas and a sunny color ranging from ruby to dark garnet. The nose reveals a bouquet of red fruits and very ripe black fruits. On the palate  the Gigondas is full-bodied with a fleshy attack. The Grenache Noir releases all the expression of its power in this shimmering red wine with marked tannins  a structured body and a great aptitude for aging. Syrah and Mourvèdre reinforce their garnet color and spice up their aromas.|James Suckling,92,Welcome to Black Fruits Central! However  time has moved this in a surprisingly crisp and gentle direction for this appellation  which is associated with weight and opulence. Lovely freshness at the elegantly maturing finish. Almost no perceptible alcohol  in spite of the fact it’s got 14.5%. This is an impressive achievement. Drink now.
https://www.wine.com/product/secret-door-jml-cabernet-sauvignon-2018/627638|Secret Door JML Cabernet Sauvignon 2018|Cabernet Sauvignon| from Napa Valley, California|Red Wine|4.1|8|JML (Jung Min Lee – Secret Door owner) is the inspiration for all the Secret Door wines. This powerhouse second label wine from Secret Door is JML. It's a serious wine  and just glorious richness without being sweet or heavy. It is a statement about the founder but also signal that this wine is different from the two single vineyard primary Cabernet Sauvignon wines made for Secret Door.|James Suckling,94,Blackcurrant  blueberry and black-truffle aromas and flavors. It’s full-bodied with creamy tannins and a beautiful finish. Lovely balance to this. Crafted tannins. Drinkable now  but better after 2022.;Jeb Dunnuck,90,A larger production release that functions as a second wine for the Secret Door Winery  the 2018 Cabernet Sauvignon JML comes from multiple vineyards (Atlas Peak and Stags Leap) and spent 18 months in new barrels. It's a more upfront  supple Cabernet compared to the single vineyard and has lots of cassis and currant fruits  notes of lead pencil and graphite  medium to full body  and terrific purity of fruit. The tannins are chewier here  but this still has loads of upfront appeal and charm as well as the density and balance to keep for over a decade.
https://www.wine.com/product/smith-madrone-cabernet-sauvignon-2018/878025|Smith Madrone Cabernet Sauvignon 2018|Cabernet Sauvignon| from Spring Mountain District, Napa Valley, California|Red Wine|4.5|6|Aromatically  the 2018 Smith-Madrone Cabernet Sauvignon fills your glass with a magic conjunction of red and black fruit  cedar  graphite and perhaps a hint of cinnamon and nutmeg. The superb nose is followed by a palate sensation of impressive size  shape and amplitude. The wine is big  beautifully textured and impeccably balanced. Thestructure becomes a dimension in and of itself. The piercing  focused aroma leads to asolid core of dark Cabernet fruit. The wine is a veritable treasure trove of aroma andflavor  it finishes long and strong with moderate fine grain tannins that suggest a longand happy future.Blend: 86.5% Cabernet Sauvignon  6% Merlot  7.5% Cabernet Franc|Wine Enthusiast,95,This wine is energetic and distinctive in style  with earthy elements of pencil shavings and clay most pronounced. Balanced and fresh in approach  it provides flavors of currant and black berry around its earthier  more herbal components  which lend balance and elegance to it all.;Tasting Panel,94,Blue flowers  blackberry  and a touch of mint on the nose are telltale signs of the beauty of this wine  which was dry farmed on a steep mountainside and aged 21 months in (50% new) French oak. While plush  its mouth-coating notes of blueberry and mocha are precise. White pepper inspires a mouthwatering effect led by espresso  graphite  and cedar that lingers on the palate.
https://www.wine.com/product/belasco-de-baquedano-llama-malbec-2019/634252|Belasco de Baquedano Llama Malbec 2019|Malbec| from Mendoza, Argentina|Red Wine|4.0|66|Modern wine with attractive dark cherry-red color with violet hues. The nose shows great intensity. Fruity aromas of cherries  blackberries  and plums stand out against a background of fine toasty hints from ageing in top-quality oak. Warm  rounded  and well-structured on the palate  with an explosion of fruit flavors underscored by light oaky notes. Pleasant  persistent aftertaste.|James Suckling,92,This young malbec shows tannin tension that gives it form. It’s medium-bodied with blackberry and brambleberry flavors and hints of hazelnuts. Some tar. Fresh finish. Enjoy the creamy texture.;Wilfred Wong of Wine.com,90,COMMENTARY: The 2019 Belasco de Baquedano Malbec is firm and well-built with excellent persistence on the palate. TASTING NOTES: This wine excels with aromas and flavors of black fruit and a hint of oaky nuances. Pair it with grilled beef. (Tasted: October 16  2021  San Francisco  CA)
https://www.wine.com/product/giacomo-mori-chianti-riserva-castelrotto-2018/1137395|Giacomo Mori Chianti Riserva Castelrotto 2018|Sangiovese| from Chianti, Tuscany, Italy|Red Wine|0.0|0|90% Sangiovese  10% Merlot. Sandy clay soils. Spontaneous fermentation in stainless steel for 20-25 days under temperature control. The wine matures for 15-18 months in new and second use Allier oak barriques. Refined in the bottle for 6-10 months. |Vinous,92,The 2018 Chianti Riserva Castelrotto is another fabulous wine from Mori. Sweet dark cherry  licorice  lavender  spice  menthol and earthy notes are finely cut in this wonderfully expressive Riserva. The Castelrotto is darker and a bit more tannic than the straight Chianti. It  too  is a superb offering from one of the most under the radar estates in all of Italy.
https://www.wine.com/product/r-lopez-de-heredia-rioja-vina-tondonia-reserva-375ml-half-bottle-2010/956671|R. Lopez de Heredia Rioja Vina Tondonia Reserva (375ML half-bottle) 2010|Tempranillo| from Rioja, Spain|Red Wine|4.6|8|Vibrant red leading slightly towards amber. Light fresh texture with notes of vanilla  red cherry and dried berry aromas. Rich  plush  very dry  smooth and developed yet still fresh  with firm tannins  good balance and great length.Blend: 70% Tempranillo  20% Garnacho  5% Graciano  5% Mazuelo|James Suckling,97,This is as complex and savory as the rest of the Viña Tondonia wines  but also shows a tad more depth  with a hint of black plum and blue fruit on top of the orange rind  iron  tobacco and earthy spices. Expect some cedar and truffle to develop in the future. Juicy  zesty and tight  with a dusty tannins and bright berry fruit on the medium-to full-bodied palate;Robert Parker's Wine Advocate,96,The 2010 Viña Tondonia Reserva has all I expect from a Reserva from Tondonia  complexity  elegance and evolution  a developed nose with notes of forest floor and wild berries  herbs and flowers  a touch of iodine  brick dust and very fine  polished tannins. It has the seriousness and elegance of Tondonia.;Wine Spectator,93,This elegant red is fine and creamy on the palate  with notes of sun-dried cherry  iron  spiced orange peel  graphite and mocha that slowly unfurl. A bit high-toned on the nose as well as loaded with mineral aromas. Muscular tannins are deftly integrated  while savory dried mint and eucalyptus notes play on the lasting finish. Tempranillo  Garnacho  Graciano and Mazuelo. Drink now
https://www.wine.com/product/douloufakis-dafnios-red-2019/996634|Douloufakis Dafnios Red 2019|Other Red Wine| from Crete, Greece|Red Wine|4.2|9|Liatiko variety gives us delicate and light wines with ruby color. Douloufakis suggests you try it in a burgundy shape glass that perfectly unfolds its aromas.It has concentrated aromas of fresh red fruits  herbs and light floral aromas. As it ages  develops a unique bouquet of ripe fruits  leather and spices. It has light body  good acidity  soft and delicious tannins and long aftertaste  traits that portrait it as a very elegant wine.|James Suckling,90,This has aromas of sour cherries  pomegranates  raw mushrooms  thyme and peppercorns. It's fresh and fruity with a medium body and fine tannins. Juicy  with a nicely meaty and savory finish. Drink now.
https://www.wine.com/product/castellani-chianti-annata-2020/983123|Castellani Chianti Annata 2020|Sangiovese| from Chianti, Tuscany, Italy|Red Wine|4.7|37|Dry and balanced  lightly tannic which turns into velvety softness. Bright ruby red color  the Castellani Chianti Annata shows an intense and characteristic bouquet  fruity with violet fragrance and a slight hint of cherries and red currant.Delicious partner to spicy pasta dishes. Ideal with roasts  steaks and grilled veal.|Wilfred Wong of Wine.com,89,COMMENTARY: The 2020 Castellani Chianti is light   crisp  and pleasing. TASTING NOTES: This wine exhibits tart red fruits and shading of earthiness. Serve it with fresh tomatoes  basil  and pasta. (Tasted: December 31  2022  San Francisco  CA)
https://www.wine.com/product/parducci-small-lot-petite-sirah-2020/905259|Parducci Small Lot Petite Sirah 2020|Petite Sirah| from Mendocino, California|Red Wine|4.1|35|Blackberry and plum mingle with earthy notes of leather and tobacco. Bold tannins and flavors of blueberry  dark cherry and anise  with hints of dark chocolate.Blend: 84% Petite Sirah  9% Merlot  7% Syrah|Wine Enthusiast,90,Packed with boysenberries and black figs  this rich and full-bodied wine is quite drinkable due to a velvety texture of fine-grained tannins that supports the extreme fruitiness in a way that balances the wine nicely. Best 2023–2030.
https://www.wine.com/product/castello-di-ama-montebuoni-chianti-classico-riserva-2018/1010141|Castello di Ama Montebuoni Chianti Classico Riserva 2018|Sangiovese| from Chianti Classico, Chianti, Tuscany, Italy|Red Wine|4.1|7|This inaugural vintage of Montebuoni is a new  exclusive Chianti Classico Riserva from Castello di Ama. Deep ruby red color with purple nuances. The nose is fruit forward  carrying scents of blackberry  blueberry  raspberry and currant. Well balanced  refined and harmonic taste  with a long-lasting aromatic profile. A pure expression of elegance. Blend: 95% Sangiovese  5% Merlot|Wine Enthusiast,95,Delicious and elegantly structured  this opens with alluring aromas of fragrant blue flower  black-skinned fruit  eucalyptus and espresso. On the savory  focused palate  bright acidity and lithe  fine-grained tannins accompany juicy black cherry  mocha  licorice and crushed mint. Drink through 2028.;Robert Parker's Wine Advocate,93,Here's an exciting discovery from Castello di Ama. An inaugural vintage  the 2018 Chianti Classico Riserva Montebuoni sources its fruit from a vineyard site planted next to the celebrated Bellavista parcel in 1997. Showing a classic Tuscan spirt that is playful and mischievous  this wine is beautiful and bright with loads of ripe and soft fruit flavors  spanning from cherry to plum and violets to potting soil. The wine is medium-bodied and lean  but it shows enough intensity and freshness to make a really nice and lasting impact on the palate. I can recommend a solid 10-year drinking window for this cheerful bottle.;Decanter,92,A brand-new wine for Castello di Ama  Montebuoni comes from a 14.5-hectare vineyard purchased and replanted in 1997. Adjacent to Vigna Bellavista  it sits between 420 and 500 metres above sea level with a northwest to southeast exposure. Immediately inviting ripe cherry and plums are punctuated by a parade of fresh fennel  mint  violet and allspice. Yet the palate is still tightly wound  with grainy tannins taking hold  and very racy acidity on the finish. If this develops as articulately as the nose suggests  it will be a beauty.;Wine Spectator,91,Bright black cherry and blackberry flavors highlight this round  fruity red. Lively acidity and fine-grained tannins are integrated and lend support. A touch of earth graces the finish.
https://www.wine.com/product/cune-organic-rioja-2020/1058533|Cune Organic Rioja 2020|Other Red Blends| from Rioja, Spain|Red Wine|4.2|6|Deep garnet in color with violet notes. Good aromatic intensity showing forest fruits and floral notes. The palate is soft but firm  marked by a friendly tannin. Barrel aging gives a lightly spiced touch and a long  balanced finish. This is an ideal wine to enjoy with Mediterranean foods  pasta  rice  cured ham as well as all types of cheeses and meat dishes.Blend: 60% Garnacha  30% Tempranillo  10% Graciano|Robert Parker's Wine Advocate,91,The certified organic red 2020 Cune Organic is aromatic  expressive and fruit-driven but with depth and complexity. They liked the Garnacha in 2020  which represents no less than 60% of the blend  complemented by 30% Tempranillo and 10% Graciano. The wine is fresh and has a profile similar to the young and juicy Crianza  with good ripeness and a solid palate. It matured in second use 300-liter oak barrels for six months. Urrutia mentioned cheerful and barbecue when talking about this wine. Very good at that. 40 000 bottles produced. It was bottled in March 2022.
https://www.wine.com/product/philippe-le-hardi-beaune-montee-rouge-premier-cru-2019/1130895|Philippe le Hardi Beaune Montee Rouge Premier Cru 2019|Pinot Noir| from Beaune, Cote de Beaune, Cote d'Or, Burgundy, France|Red Wine|5.0|21||Wilfred Wong of Wine.com,92,COMMENTARY: The 2019 Philippe le Hardi Beaune Montée Rouge 1er Cru is well-built and firm on the palate. TASTING NOTES: This wine offers aromas and flavors of savory spices  black fruits  licorice  and oak. Pair it with grilled lamb chops. (Tasted: November 29  2022  San Francisco  CA)
https://www.wine.com/product/foxen-bien-nacido-block-eight-pinot-noir-2018/1194473|Foxen Bien Nacido Block Eight Pinot Noir 2018|Pinot Noir| from Santa Maria Valley, Central Coast, California|Red Wine|0.0|0|Exclusively planted for Foxen in 1996 by Bien Nacido Vineyard  the eleven-acre Block 8 sits on the highest point and one of the steepest sections of this Santa Maria Bench vineyard. Upon harvest  the grapes are whole-berry destemmed into small  open-top fermenters as individual clonal lots  where they see a 2-day maceration. The wine ages for 16 months in French oak  of which 44% is new. The wine is bottled within fining or filtration. |Wine Enthusiast,98,This is stunningly delicious  structurally complex and layered in aromas and flavors that continue to evolve. Sultry baked-black raspberry  chai cream and purple flowers invite the nose while the palate's Luxardo cherry  lilac candy  tarragon and charred meat elements achieve attention-grabbing harmony.;Wine Spectator,94,This has a bright  acid-driven frame but also packs some punch  with a well-built core of steeped raspberry and blackberry coulis flavors laced with anise  black tea and incense notes. The long finish features serious drive and a very suave gloss of toast  which augments—rather than coats—the fruit. Drink now;Jeb Dunnuck,94,The 2018 Pinot Noir Bien Nacido Vineyard Block 8 offers a more modern style nose with plenty of oak as well as ripe black fruits  licorice  smoked earth  and lots of minerality. The oak fades into the background on the palate  and this medium to full-bodied beauty has a powerful  concentrated mouthfeel  plenty of tannins  and a great finish. It needs 2-3 years of bottle age  but it’s a brilliant wine.Rating: 94+;Robert Parker's Wine Advocate,91,Pale ruby-purple  the 2018 Pinot Noir Bien Nacido Vineyard Block 8 features scents of red cherries  potpourri  iodine and leather. The medium-bodied palate has delicate fruits  a chalky texture  bright freshness and appealing Angostura-like spices defining finish. Best After 2022
https://www.wine.com/product/domaine-laroque-cite-de-carcassonne-cabernet-franc-2020/1158727|Domaine Laroque Cite de Carcassonne Cabernet Franc 2020|Cabernet Franc| from Languedoc, South of France, France|Red Wine|4.3|25|A crimson robe  the nose of subtle raspberry   rhubarb  spicy and tobacco aromas. In the mouth the elegant and silky tannins bring a very feminine touch to this wine. Laroque Cabernet Franc is a special wine that defies competition. It is unique in its combination of concentration of fruit  attractive aromatics and body. Serve it with tagines  oriental dishes  pastas  poultry  barbecue  red meat and cheese plates.|Wilfred Wong of Wine.com,90,COMMENTARY: The 2020 Laroque Cabernet Franc is on point for this grape variety. TASTING NOTES: This wine offers aromas and flavors of black fruit  savory spices  and rustic earth. Pair it with an old-fashioned beef stew. (Tasted: October 20  2022  San Francisco  CA)
https://www.wine.com/product/cline-ancient-vines-mourvedre-2020/960067|Cline Ancient Vines Mourvedre 2020|Mourvedre| from San Francisco Bay, Central Coast, California|Red Wine|4.2|9|Dark red with purple hues. Aromas of plum  mocha  boysenberry  cedar  and cinnamon. Full-bodied with well balanced acid. Luscious  juicy and chewy tannins.Flavors of mulberry  black cherry  Doris plum  dark chocolate  coffee grounds  and fresh cedar. The finish is long  juicy and chewy.|Wine Enthusiast,93,Fresh and dried violets  roses and orchids lead the aromas on this wine  followed by vibrant fruits of raspberry  red currant  rhubarb  cranberry and red plum. There are also hints of cacao  charred oak and dried forest floor  complete with leaf litter. On the palate  chalky tannins  well-integrated alcohol and vibrant acidity keep the fruits forward from start to finish.
https://www.wine.com/product/luca-bosio-barbera-dasti-2021/1158828|Luca Bosio Barbera d'Asti 2021|Barbera| from Asti, Piedmont, Italy|Red Wine|0.0|0|Ruby red in color  this Barbera shows ample red fruit on the nose. It has silky tannins that give it a smooth mouthfeel. This “easy-to-drink” wine has a freshness and approachability that makes it a great wine for even the casual wine consumer. |Wine Enthusiast,90,What a pretty nose. This is what we all want in a glass: vibrant and pure aromas that entice the mind to dig deeper with each sniff. Aromas of ripe Bing cherries  blueberries  and black currants mixed with savory and baking spices give the wine a depth above its price point. The palate focuses more on the tart cherry notes with polished tannins and tart acidity that keeps the palate refreshed.
https://www.wine.com/product/pietradolce-etna-rosso-2020/912878|Pietradolce Etna Rosso 2020|Nerello Mascalese| from Sicily, Italy|Red Wine|4.1|18|Pietradolce Etna Rosso DOC is bright red in color with notes of berries and brushwood. Elegance  minerality and excellent persistence on the palate. From young vineyards  characterized by lively freshness and approachability. This wine is ideal as an entry-level Nerello Mascalese  step one to the enjoyment and appreciation of Etna terrain.|Wine Enthusiast,90,This linear red has aromas suggesting Mediterranean scrub  red berries and a whiff of camphor. Bright and savory  the lithe palate offers raspberry compote  star anise and a hint of rusty nail before dusty tannins appear and leave a drying close.;James Suckling,90,For a young Etna Rosso this is very easy to enjoy  thanks to the ripe red-berry character  delicate earthiness and the full-bodied  silky palate. A bit simple and dry at the finish.
https://www.wine.com/product/cantina-gabriele-merlot-ou-kosher-2020/962556|Cantina Gabriele Merlot (OU Kosher) 2020|Merlot| from Lazio, Italy|Red Wine|4.6|23|This Merlot has a deep ruby red color. It is a full-bodied wine with fine smooth tannin and strong cherry aroma with a touch of violet. The minerality of the overall wine is balanced by the fine and soft tannins. The finish has a long persistence of sensations. It goes well with barbecue dishes  grilled and roasted meat.|Wilfred Wong of Wine.com,89,COMMENTARY: The 2020 Cantina Gabriele Merlot nicely defines the grape variety. TASTING NOTES: This wine exhibits aromas and flavors of savory spices  dried leaves  earthy notes  and black fruits. Enjoy it with mildly-spiced meat stews. (Tasted: December 27  2022  San Francisco  CA)
https://www.wine.com/product/matchbook-petite-sirah-2020/909147|Matchbook Petite Sirah 2020|Petite Sirah| from Dunnigan Hills, Yolo County, California|Red Wine|4.0|23|Petite Sirah grown in the Dunnigan Hills produces the full-bodied  well-structuredwine expected from this distinct varietal. This deeply colored red wine delivers on the aromatics: lots of sweet  brambly blackberry and saddle leather. The flavors are an intense mix of boysenberry  plum and blackberry jam  vanilla spice and nutmeg. The grape’s natural juiciness is mouth filling and a nice counter point to the dense tannins.Matchbook Petite Sirah is delicious on its own yet has the structure to stand up to grilled lamb chops  slow-roasted ribs or a spicy chili.Blend: 86% Petite Sirah  14% Petit Verdot|Wine Enthusiast,93,Massive black-fruit flavors meet massive tannins in this mouth-puckering  palate-drenching wine. It oozes deep flavors of dark chocolate  black pepper and blackberry. It’s a great value for those who appreciate Petite Sirah. Best from 2026. Editors’ Choice.
https://www.wine.com/product/consentido-monastrell-barrica-2017/779659|Consentido Monastrell Barrica 2017|Mourvedre| from Yecla, Spain|Red Wine|4.1|109|This velvety Monastrell has a deep ruby color and with a lush body with aromas and flavors of ripe black fruit  clove and tobacco spices and a soft  spicy finish. Consentido  Monastrell Barrica is from the Yecla region of Spain. Produced from 25 year old vines  this tiny coastal region makes excellent wines from the perfect blend of cool coastal and warm continental temperatures. The final wine is aged in new barrels for three months to acquire the smooth  elegant finish.This classic Monastrell is a rich  dark  fruit-driven red that is very food friendly.|James Suckling,90,This has plenty of rich and ripe summer berries on offer with a wild-herb edge and some tarry nuances. The palate has a fresh  ripe and open-knit feel with purple fruit that holds the finish.
https://www.wine.com/product/benmarco-cabernet-sauvignon-2019/888121|BenMarco Cabernet Sauvignon 2019|Cabernet Sauvignon| from Mendoza, Argentina|Red Wine|4.2|49|BenMarco Cabernet comes entirely from alluvial soils in Los Arboles  Uco Valley. It is a floral  rich and concentrated wine. On the palate  notes of black fruits  black pepper and cassis are perfectly well balanced with fine grained tannins that give a nice tension to the wine.This wine's robust profile makes it an ideal pairing alongside beef  sausages  spiced or grilled pork  medium-strong cheeses  and meat-based pasta sauces.|Robert Parker's Wine Advocate,92,The BenMarco range offers very good quality for the price  and the 2019 BenMarco Cabernet Sauvignon  produced with grapes from Los Árboles in Tunuyán  is a textbook varietal example with balsamic and herbal notes  great definition and balance  ripeness and finesse. It matured in second use French barriques for 11 months. 48 000 bottles produced. It was bottled in June 2020.
https://www.wine.com/product/corvidae-lenore-syrah-2018/652556|Corvidae Lenore Syrah 2018|Syrah/Shiraz| from Yakima Valley, Columbia Valley, Washington|Red Wine|4.0|25|The Lenore Syrah is aromatic with rich  sweet berry notes of blueberry  boysenberry  red currant and plum. The mouthwatering acidity is nicely balanced with firm tannins and layers of bright bramble fruit. As this wine coats the palate  underlying hints of vanilla bean  peppercorn and sweet tobacco shine through. A robust finish includes chocolate and raspberry.Enjoy the Lenore Syrah with barbecued ribs  a hearty lamb stew or your favorite burger.|Wine Enthusiast,90,This is a second label for Owen Roe that delivers a lot of quality and value. Aromas of freshly brewed coffee  plum and whole tangerine are followed by flavors that are defter and more elegant than the aromas might suggest. 
https://www.wine.com/product/barone-ricasoli-brolio-chianti-classico-riserva-2019/1155621|Barone Ricasoli Brolio Chianti Classico Riserva 2019|Sangiovese| from Chianti Classico, Chianti, Tuscany, Italy|Red Wine|4.6|28|Intense ruby red color. Rich and complex nose  which recalls ripe red fruits  spices and sweet notes of vanilla. In the mouth  it is voluminous  with structured  appreciable tannins. Long and persistent finish. Blend: 100% Sangiovese|Wine Spectator,93,Well-marked by new oak  offering cherry  plum  iron and spice aromas and flavors  this red is concentrated and vibrant. Delivers dense and interwoven tannins  with a lingering aftertaste echoing cherry  mineral and spice. Best from 2025 through 2040.;James Suckling,92,Spicy nose of nutmeg  paprika  pine cones  cherries and iodine. Medium-to full-bodied with firm  creamy tannins. Compact and focused. Stones and lemons at the end. Try from 2023.
https://www.wine.com/product/tenuta-di-capraia-chianti-classico-2019/871870|Tenuta di Capraia Chianti Classico 2019|Sangiovese| from Chianti Classico, Chianti, Tuscany, Italy|Red Wine|4.6|42|Chianti Classico Tenuta di Capraia is a wine with excellent complexity and structure. It has a red color with violet hues. Intense nose rich in fruity  winy aromas. Accompanied by a pleasant fruity cherry component  the fresh note is particularly remarkable and balanced with hints of lively tannins  which are perfectly integrated with the wine’s extract components.Blend: 90% Sangiovese  10% Canaiolo and Colorino|Wilfred Wong of Wine.com,90,COMMENTARY: The 2019 Tenuta di Capraia Chianti Classico beautifully defines the genre. TASTING NOTES: This wine offers aromas and flavors of black fruits  chalky notes  and hints of red berries. Try it with Cantonese clay pot lamb. (Tasted: June 19  2022  San Francisco  CA)
https://www.wine.com/product/cecchi-chianti-classico-riserva-di-famiglia-2015/521476|Cecchi Chianti Classico Riserva di Famiglia 2015|Sangiovese| from Chianti Classico, Chianti, Tuscany, Italy|Red Wine|4.1|17|The color of excellent limpidity is of an intense ruby red. The aroma reveals broad and ethereal notes of ripe fruit and spices. The structure is elegant.Pairs well with roasts and game.Blend: 90% Sangiovese  10% other grape varieties|James Suckling,93,A complex red showing aromas of raspberries  red plums  tangerines and hot stones. Medium to full body  round and velvety tannins and a bright  precise finish.;Wine Spectator,92,In the austere camp  delivering plum  cherry  graphite  leather and earth notes. Vibrant  firm and long  in a traditional style. Headed in the right direction  but just needs time to get there. Best from 2021 through 2032.;Robert Parker's Wine Advocate,90,The 2015 Chianti Classico Riserva di Famiglia (90% Sangiovese with other red grapes aged in botti for 12 months)  is a plump and rich red wine with lots of primary fruit intensity. This warm-vintage expression delivers thick layers of black cherry  dried blackberry  spice and cured tobacco. The tannins are soft and yielding. The ripeness is almost too much of a good thing. The wine reveals a very accessible and immediate personality. Some 60 000 bottles were made.;Jeb Dunnuck,90,A step up over the 2014  the 2015 Riserva di Famiglia offers more purity and vibrancy in its blackberry and black cherry fruits  and it's medium-bodied  has terrific spice  dried herbs  and leather nuances  ripe tannins  and a great finish. It's already delicious yet has good freshness and purity  and should easily keep for 6-7 years or more.;Decanter,90,Cigar box  spice  floral and cherry aromatics and flavors. Fresh  well made  compact and still fairly youthful with a long finish and good development potential.
https://www.wine.com/product/castello-di-bossi-chianti-classico-gran-selezione-2018/1140491|Castello di Bossi Chianti Classico Gran Selezione 2018|Sangiovese| from Chianti Classico, Chianti, Tuscany, Italy|Red Wine|4.1|6|Deep ruby in color with garnet lights that hint at the wine's extended barrel aging  Castello di Bossi Gran Selezione is explosive in its intensity and yet the wine manages an astounding complexity and finesse. Aromas of rich black cherry and plum integrate well with cedar  sweet cooking spices  chocolate and saddle leather. On the palate the wine is fleshy and dense. The finish achieves great balance and very pronounced length. This is a wine that will age with grace for many years. |James Suckling,94,Sweet berries and cherries with some vanilla and cedar character. Medium body and creamy  juicy tannins. Tangy acidity. Plum  citrus and vanilla undertones.;Wine Enthusiast,93,Full-bodied and elegantly structured  this 100% Sangiovese  made with organically farmed grapes  has enticing aromas of violet  pipe tobacco  new leather and camphor. On the savory palate  fine-grained tannins accompany dried cherry  blood orange  licorice and mocha.;Robert Parker's Wine Advocate,93,A certified organic wine  the Castello di Bossi 2018 Chianti Classico Gran Selezione shows soft fruit richness with ripe cherry and blackberry backed by gentle tannins and rich textural support. This pretty  full-bodied Sangiovese is perfect for pairing with grilled meats or a winter stew.;Decanter,90,Pure red bramble  crushed herbs and a bit of violet aromas. Harmonious palate with a refreshing acidity.;Wine & Spirits,90,The team at Castello di Bossi makes this wine with a selection of the best sangiovese from their 310 acres of vines in Castelnuovo Berardenga. It shows flavors of macerated red cherry and orange peel underlined by chalky tannins. The soft acidity makes it easy to drink on its own or with pasta and poultry dishes.
https://www.wine.com/product/pegaso-sierra-de-gredos-zeta-2019/781069|Pegaso Sierra de Gredos Zeta 2019|Grenache| from Spain|Red Wine|4.4|6|With inviting aromas of blackberry and orange zest  this wine is very approachable. A very easy-drinking wine with ripe red fruit balanced by a lively freshness and a stony finish.|Robert Parker's Wine Advocate,92,2019 was a warm and challenging year in Gredos  with frost in March  hail in the summer and rains close to the harvest date. The 2019 Pegaso Zeta was produced with old-vine Garnacha on granite and schist soils. It fermented with indigenous yeasts in oak and stainless steel vats and amphorae  and it matured in a combination of 500- and 600-liter barrels  amphorae and stainless steel for 12 months. It's aromatic and expressive  with red fruit and herbs and unnoticeable oak. It's round and juicy  powerful and balanced with some grainy tannins. It's a wine that should do very well with food.
https://www.wine.com/product/titus-cabernet-franc-2019/801600|Titus Cabernet Franc 2019|Cabernet Franc| from Napa Valley, California|Red Wine|4.1|6|The 2019 Titus Cabernet Franc is a wine filled with the elegance and grace that is indicative of the variety. Aromas of allspice  caraway  cranberry  strawberry jam  and violets lift out of the glass. The smooth entry is filled with notes of dark cherry  pomegranate  cinnamon  and baking spices as the wine glides across the palate. Mouth filling and smooth though the finish the tannins are finely developed with a light touch that leaves the wine lingering with toasty spices and anise. Blend: 86% Cabernet Franc  7% Cabernet Sauvignon  7% Malbec|Vinous,94,The 2019 Cabernet Franc is a rare Napa Valley Franc that actually expresses varietal character. Inky red fruit  mocha  spice  new leather and dried herbs lend notable complexity to this generous  wonderfully inviting wine from Titus. There is quite a bit of tannic energy driving the balance here. The 2019 is beautifully done. Best After 2026;Jeb Dunnuck,92,I loved the 2019 Cabernet Franc  a very pretty  elegant  yet still textured and concentrated expression of this variety. Pretty black and blue fruits  hints of flowers and earth  as well as some background spicy oak  all emerge on the nose  and it’s medium to full-bodied  has a balanced  elegant mouthfeel  and a great finish. I’d happily drink bottles any time over the coming 10-12 years or so.
https://www.wine.com/product/barone-ricasoli-brolio-chianti-classico-2020/1155625|Barone Ricasoli Brolio Chianti Classico 2020|Sangiovese| from Chianti Classico, Chianti, Tuscany, Italy|Red Wine|4.9|18|Intense ruby red color. On the nose  flowers and small red fruit aromas. Elegant  with velvety tannins  which integrate with the acidity. Persistent finish  expression of the Brolio territory. Blend: 95% Sangiovese  5% Colorino|James Suckling,92,Aromas of dark cherries  mocha  leather and tea leaves. It’s medium-bodied with fine tannins. Lively and fresh  with lots of red cherries and berries on the center-palate and a flavorful finish. Typical for an outstanding Chianti Classico.;Wine Spectator,90,This juicy red is marked by cherry  tomato leaf and olive flavors. Boasts bright acidity  with dusty tannins flexing on the finish. A linear  well-delineated version. Sangiovese and Colorino. Best from 2023 through 2029.;Robert Parker's Wine Advocate,90,Francesco Ricasoli hits it out of the ballpark even on his entry-level wines. The 2020 Chianti Classico Brolio is a terrific value with really nice  clean and simple lines. This is a classic blend of 95% Sangiovese and 5% Colorino  perfect for everyday drinking. It offers cherry  blue flower and earthy aromas  and it shows refreshing acidity too. Even more of an accomplishment is the fact that production is so large.
https://www.wine.com/product/montes-alpha-series-malbec-2020/987938|Montes Alpha Series Malbec 2020|Malbec| from Colchagua Valley, Rapel Valley, Chile|Red Wine|4.0|5|A deep ruby red color with an intense violet hue. The nose focuses around pronounced aromas of ripe sour cherries  violets and wildflowers  while a touch of crème de cassis  jam  and anise round out the aromatic profile. The generous palate has tremendous volume and perfectly round tannins lend structure to a long  lingering finish.|James Suckling,93,Deep  brooding nose  full of meaty fruit  tar  dried violets and some roasted spices. Very juicy  full-bodied malbec  coated with fruit-loaded tannins  interwoven with fleshy dark cherries and blackberries on the mid-palate. Ripe  yet fresh. Firm  but caressing. Bravo! Drink now.
